cod_ibge;municipio;uf;ano;populacao;fonte
5004007;Glória de Dourados;MS;2025;10817;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004106;Guia Lopes da Laguna;MS;2025;10116;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004304;Iguatemi;MS;2025;13960;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004403;Inocência;MS;2025;8764;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004502;Itaporã;MS;2025;25263;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004601;Itaquiraí;MS;2025;20060;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004700;Ivinhema;MS;2025;30001;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004809;Japorã;MS;2025;8441;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004908;Jaraguari;MS;2025;7480;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005004;Jardim;MS;2025;24504;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005103;Jateí;MS;2025;3596;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005152;Juti;MS;2025;7067;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005202;Ladário;MS;2025;22425;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005251;Laguna Carapã;MS;2025;7037;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005400;Maracaju;MS;2025;48073;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005608;Miranda;MS;2025;26512;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005681;Mundo Novo;MS;2025;20087;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005707;Naviraí;MS;2025;53014;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005806;Nioaque;MS;2025;13354;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006002;Nova Alvorada do Sul;MS;2025;23409;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006200;Nova Andradina;MS;2025;50848;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006259;Novo Horizonte do Sul;MS;2025;4801;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006275;Paraíso das Águas;MS;2025;5842;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006309;Paranaíba;MS;2025;42638;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006358;Paranhos;MS;2025;13368;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006408;Pedro Gomes;MS;2025;6910;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006606;Ponta Porã;MS;2025;98598;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006903;Porto Murtinho;MS;2025;12721;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007109;Ribas do Rio Pardo;MS;2025;24152;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007208;Rio Brilhante;MS;2025;40419;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007307;Rio Negro;MS;2025;4921;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007406;Rio Verde de Mato Grosso;MS;2025;20454;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007505;Rochedo;MS;2025;5451;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007554;Santa Rita do Pardo;MS;2025;7165;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007695;São Gabriel do Oeste;MS;2025;32207;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007703;Sete Quedas;MS;2025;11322;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007802;Selvíria;MS;2025;8716;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007901;Sidrolândia;MS;2025;49735;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007935;Sonora;MS;2025;14813;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007950;Tacuru;MS;2025;11205;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007976;Taquarussu;MS;2025;3740;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008008;Terenos;MS;2025;18182;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008305;Três Lagoas;MS;2025;143523;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008404;Vicentina;MS;2025;6505;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
