cod_ibge;municipio;uf;ano;populacao;fonte
5004007;Glória de Dourados;MS;2023;9934;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004106;Guia Lopes da Laguna;MS;2023;9754;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004304;Iguatemi;MS;2023;16273;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004403;Inocência;MS;2023;7566;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004502;Itaporã;MS;2023;25478;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004601;Itaquiraí;MS;2023;21604;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004700;Ivinhema;MS;2023;23277;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004809;Japorã;MS;2023;9372;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5004908;Jaraguari;MS;2023;7342;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005004;Jardim;MS;2023;26375;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005103;Jateí;MS;2023;4015;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005152;Juti;MS;2023;6861;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005202;Ladário;MS;2023;24040;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005251;Laguna Carapã;MS;2023;7496;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005400;Maracaju;MS;2023;48944;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005608;Miranda;MS;2023;28423;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005681;Mundo Novo;MS;2023;18578;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005707;Naviraí;MS;2023;56484;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5005806;Nioaque;MS;2023;13794;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006002;Nova Alvorada do Sul;MS;2023;22967;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006200;Nova Andradina;MS;2023;56057;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006259;Novo Horizonte do Sul;MS;2023;3556;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006275;Paraíso das Águas;MS;2023;5751;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006309;Paranaíba;MS;2023;42401;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006358;Paranhos;MS;2023;14576;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006408;Pedro Gomes;MS;2023;7568;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006606;Ponta Porã;MS;2023;95320;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5006903;Porto Murtinho;MS;2023;17460;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007109;Ribas do Rio Pardo;MS;2023;25310;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007208;Rio Brilhante;MS;2023;38844;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007307;Rio Negro;MS;2023;4758;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007406;Rio Verde de Mato Grosso;MS;2023;20025;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007505;Rochedo;MS;2023;5120;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007554;Santa Rita do Pardo;MS;2023;7948;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007695;São Gabriel do Oeste;MS;2023;27660;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007703;Sete Quedas;MS;2023;10751;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007802;Selvíria;MS;2023;6555;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007901;Sidrolândia;MS;2023;60792;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007935;Sonora;MS;2023;20158;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007950;Tacuru;MS;2023;11795;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5007976;Taquarussu;MS;2023;3588;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5008008;Terenos;MS;2023;22721;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5008305;Três Lagoas;MS;2023;125137;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
5008404;Vicentina;MS;2023;6115;SICONFI/Tesouro Nacional - coluna populacao (fonte IBGE)
