cod_ibge;municipio;uf;ano;populacao;fonte
5003454;Deodápolis;MS;2019;12924;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003488;Dois Irmãos do Buriti;MS;2019;11385;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003504;Douradina;MS;2019;5924;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003702;Dourados;MS;2019;222949;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003751;Eldorado;MS;2019;12353;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003801;Fátima do Sul;MS;2019;19189;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5003900;Figueirão;MS;2019;3051;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004007;Glória de Dourados;MS;2019;9965;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004106;Guia Lopes da Laguna;MS;2019;9895;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004304;Iguatemi;MS;2019;16078;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004403;Inocência;MS;2019;7610;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004502;Itaporã;MS;2019;24839;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004601;Itaquiraí;MS;2019;21142;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004700;Ivinhema;MS;2019;23187;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004809;Japorã;MS;2019;9110;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5004908;Jaraguari;MS;2019;7187;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005004;Jardim;MS;2019;26097;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005103;Jateí;MS;2019;4027;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005152;Juti;MS;2019;6712;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005202;Ladário;MS;2019;23331;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005251;Laguna Carapã;MS;2019;7341;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005400;Maracaju;MS;2019;47083;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005608;Miranda;MS;2019;28013;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005681;Mundo Novo;MS;2019;18366;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005707;Naviraí;MS;2019;54878;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5005806;Nioaque;MS;2019;13930;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006002;Nova Alvorada do Sul;MS;2019;21882;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006200;Nova Andradina;MS;2019;54374;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006259;Novo Horizonte do Sul;MS;2019;3814;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006275;Paraíso das Águas;MS;2019;5555;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006309;Paranaíba;MS;2019;42148;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006358;Paranhos;MS;2019;14228;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006408;Pedro Gomes;MS;2019;7674;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006606;Ponta Porã;MS;2019;92526;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5006903;Porto Murtinho;MS;2019;17131;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007109;Ribas do Rio Pardo;MS;2019;24615;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007208;Rio Brilhante;MS;2019;37514;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007307;Rio Negro;MS;2019;4831;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007406;Rio Verde de Mato Grosso;MS;2019;19746;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007505;Rochedo;MS;2019;5499;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007554;Santa Rita do Pardo;MS;2019;7851;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007695;São Gabriel do Oeste;MS;2019;26771;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007703;Sete Quedas;MS;2019;10791;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007802;Selvíria;MS;2019;6529;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007901;Sidrolândia;MS;2019;57665;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007935;Sonora;MS;2019;19274;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007950;Tacuru;MS;2019;11552;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5007976;Taquarussu;MS;2019;3588;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008008;Terenos;MS;2019;21806;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008305;Três Lagoas;MS;2019;121388;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
5008404;Vicentina;MS;2019;6102;IBGE FTP - estimativa_dou - Estimativas populacionais por municipio
