Exercício: 2023
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 05 - Demonstrativo da Disponibilidade de Caixa e dos Restos a Pagar
Tabela: Disponibilidade de Caixa
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";1249964,02
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DemaisObrigacoesFinanceiras";2509320,51
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"Demais Obrigações Financeiras (e)";"Outros Recursos Extraorçamentários";"siconfi-cor_DemaisObrigacoesFinanceiras";2509320,51
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";3759284,53
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";309893033,19
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";309893033,19
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";76061370,81
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";76061370,81
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";233831662,38
Ministério Público do Estado de Santa Catarina;42;SC;Ministério Público;7338473;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";233831662,38
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";32136714,41
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";32136714,41
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";101478,47
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";101478,47
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";480,00
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";480,00
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";1196447,78
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";1196447,78
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";30838308,16
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";30838308,16
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";13097743,59
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";13097743,59
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";17740564,57
Assembleia Legislativa do Estado do Rio Grande do Norte;24;RN;Legislativo;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";17740564,57
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";202335634,93
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";174710824,06
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Extraorçamentários";"siconfi-cor_DisponibilidadeDeCaixaBruta";6648367,03
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";168062457,03
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";377046458,99
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";527443,19
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";18328,15
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"De Exercícios Anteriores (b)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";18328,15
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"De Exercícios Anteriores (b)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";545771,34
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1606310,93
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";20000,00
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Do Exercício (c)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";20000,00
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1626310,93
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";3075078,47
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";2475157,87
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";2475157,87
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";5550236,34
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";753194,99
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DemaisObrigacoesFinanceiras";7266686,89
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Demais Obrigações Financeiras (e)";"Outros Recursos Extraorçamentários";"siconfi-cor_DemaisObrigacoesFinanceiras";6648367,03
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Demais Obrigações Financeiras (e)";"Outros Recursos Vinculados";"siconfi-cor_DemaisObrigacoesFinanceiras";618319,86
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";8019881,88
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";196373607,35
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";164930651,15
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquida";164930651,15
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";361304258,5
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";52944155,54
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";16258777,81
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";16258777,81
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";69202933,35
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";143429451,81
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";148671873,34
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";148671873,34
Tribunal de Justiça do Estado do Rio Grande do Norte;24;RN;Judiciário;3560903;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";292101325,15
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";202368200,73
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";132039217,88
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";132039217,88
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";334407418,61
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1503075,58
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";391677,74
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"De Exercícios Anteriores (b)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";391677,74
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"De Exercícios Anteriores (b)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1894753,32
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";8046567,49
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";3455208,59
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Do Exercício (c)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";3455208,59
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";11501776,08
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";5146527,41
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";12411395,96
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";12411395,96
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";17557923,37
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";3575902,94
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DemaisObrigacoesFinanceiras";219566,58
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Demais Obrigações Financeiras (e)";"Outros Recursos Vinculados";"siconfi-cor_DemaisObrigacoesFinanceiras";219566,58
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";3795469,52
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";184096127,31
Ministério Público do Estado de São Paulo;35;SP;Ministério Público;46649132;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";115561369,01
