Exercício: 2021
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 05 - Demonstrativo da Disponibilidade de Caixa e dos Restos a Pagar
Tabela: Disponibilidade de Caixa
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Defensoria Pública do Estado do Ceará;23;CE;Defensoria Pública;9187103;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";-5857077,37
Defensoria Pública do Estado do Ceará;23;CE;Defensoria Pública;9187103;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Outros Recursos Não Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";6185048,27
Defensoria Pública do Estado do Ceará;23;CE;Defensoria Pública;9187103;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";327970,9
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";7095722,17
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaBruta";7095722,17
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";7095722,17
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";7042,98
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"De Exercícios Anteriores (b)";"Recursos Ordinários";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";7042,98
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"De Exercícios Anteriores (b)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";7042,98
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";2072818,21
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Do Exercício (c)";"Recursos Ordinários";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";2072818,21
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";2072818,21
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";385880,38
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Recursos Ordinários";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";385880,38
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";385880,38
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";73243,33
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Demais Obrigações Financeiras (e)";"Recursos Ordinários";"siconfi-cor_DemaisObrigacoesFinanceiras";73243,33
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";73243,33
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";4556737,27
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaLiquida";4556737,27
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";4556737,27
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";1725800,75
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"Recursos Ordinários";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";1725800,75
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";1725800,75
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";2830936,52
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";2830936,52
Tribunal de Contas do Estado de Roraima;14;RR;Legislativo;631181;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";2830936,52
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";38592091,41
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaBruta";37089570,75
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Não Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";1502520,66
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";19103158,53
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";19103158,53
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";57695249,94
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";12862,06
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"De Exercícios Anteriores (b)";"Recursos Ordinários";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";12862,06
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";20946,61
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"De Exercícios Anteriores (b)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";20946,61
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"De Exercícios Anteriores (b)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";33808,67
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";6507186,87
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Do Exercício (c)";"Recursos Ordinários";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";6507186,87
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1454,25
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Do Exercício (c)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1454,25
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";6508641,12
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";932102,51
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Recursos Ordinários";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";932102,51
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";31960,00
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";31960,00
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";964062,51
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";4938704,16
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Demais Obrigações Financeiras (e)";"Recursos Ordinários";"siconfi-cor_DemaisObrigacoesFinanceiras";4938704,16
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DemaisObrigacoesFinanceiras";3317,54
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Demais Obrigações Financeiras (e)";"Outros Recursos Vinculados";"siconfi-cor_DemaisObrigacoesFinanceiras";3317,54
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";4942021,7
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";26201235,81
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Recursos Ordinários";"siconfi-cor_DisponibilidadeDeCaixaLiquida";24698715,15
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Outros Recursos Não Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquida";1502520,66
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";19045480,13
Tribunal de Justiça do Estado do Amapá;16;AP;Judiciário;861773;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquida";19045480,13
