Exercício: 2024
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 05 - Demonstrativo da Disponibilidade de Caixa e dos Restos a Pagar
Tabela: Disponibilidade de Caixa
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Identificador da Conta;Valor
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";28894845,66
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";41900875,1
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";996658,2
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";21618,23
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Do Exercício (c)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";21618,23
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Do Exercício (c)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1018276,43
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DemaisObrigacoesFinanceiras";4929567,89
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Demais Obrigações Financeiras (e)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DemaisObrigacoesFinanceiras";301344,32
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Demais Obrigações Financeiras (e)";"Recursos Vinculados a Fundos";"siconfi-cor_DemaisObrigacoesFinanceiras";26017,65
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Demais Obrigações Financeiras (e)";"Outros Recursos Vinculados";"siconfi-cor_DemaisObrigacoesFinanceiras";275326,67
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"Demais Obrigações Financeiras (e)";"TOTAL (III) = (I + II)";"siconfi-cor_DemaisObrigacoesFinanceiras";5230912,21
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";570025,34
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";35081661,12
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Recursos Vinculados a Fundos";"siconfi-cor_DisponibilidadeDeCaixaLiquida";6483760,36
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquida";28597900,76
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (ANTES DA INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (f)=(a-(b+c+d+e))";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquida";35651686,46
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";631009,27
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";2921285,81
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"Recursos Vinculados a Fundos";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";403421,91
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"Outros Recursos Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";2517863,9
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"RESTOS A PAGAR EMPENHADOS E NÃO LIQUIDADOS DO EXERCÍCIO (g)";"TOTAL (III) = (I + II)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDoExercicio";3552295,08
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";-60983,93
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL DOS RECURSOS VINCULADOS (II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";32160375,31
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Recursos Vinculados a Fundos";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";6080338,45
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"Outros Recursos Vinculados";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";26080036,86
Defensoria Pública do Estado do Mato Grosso do Sul;50;MS;Defensoria Pública;2833742;"DISPONIBILIDADE DE CAIXA LÍQUIDA (APÓS A INSCRIÇÃO EM RESTOS A PAGAR NÃO PROCESSADOS DO EXERCÍCIO) (h) = (f - g)";"TOTAL (III) = (I + II)";"siconfi-cor_DisponibilidadeDeCaixaLiquidaAposRP";32099391,38
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_DisponibilidadeDeCaixaBruta";1661950837,36
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Não Vinculados de Impostos";"siconfi-cor_DisponibilidadeDeCaixaBruta";1609953487,7
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos não Vinculados";"siconfi-cor_DisponibilidadeDeCaixaBruta";51997349,66
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS VINCULADOS (EXCETO AO RPPS) (II)";"siconfi-cor_DisponibilidadeDeCaixaBruta";1978821371,74
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados à Educação";"siconfi-cor_DisponibilidadeDeCaixaBruta";203865044,28
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Transferências do FUNDEB";"siconfi-cor_DisponibilidadeDeCaixaBruta";90943112,03
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados à Educação";"siconfi-cor_DisponibilidadeDeCaixaBruta";112921932,25
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados à Saúde";"siconfi-cor_DisponibilidadeDeCaixaBruta";391620856,48
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Transferências Fundo a Fundo de Recursos do SUS";"siconfi-cor_DisponibilidadeDeCaixaBruta";351073508,68
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outros Recursos Vinculados à Saúde";"siconfi-cor_DisponibilidadeDeCaixaBruta";40547347,8
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados à Assistência Social";"siconfi-cor_DisponibilidadeDeCaixaBruta";45654438,29
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados à Previdência Social (Exceto ao RPPS)";"siconfi-cor_DisponibilidadeDeCaixaBruta";442779,75
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Demais Vinculações Decorrentes de Transferências";"siconfi-cor_DisponibilidadeDeCaixaBruta";465219999,46
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Transferências de Convênios e Instrumentos Congêneres (exceto Educação, Saúde e Assistência)";"siconfi-cor_DisponibilidadeDeCaixaBruta";115544945,9
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outras Vinculações Decorrentes de Transferências";"siconfi-cor_DisponibilidadeDeCaixaBruta";349675053,56
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Demais Vinculações Legais";"siconfi-cor_DisponibilidadeDeCaixaBruta";872018253,48
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos de Operações de Crédito (exceto vinculados à Educação e à Saúde)";"siconfi-cor_DisponibilidadeDeCaixaBruta";109482881,98
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos de Alienação de Bens/Ativos";"siconfi-cor_DisponibilidadeDeCaixaBruta";5396742,54
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados a Fundos (exceto Educação, Saúde, Assistência e Previdência)";"siconfi-cor_DisponibilidadeDeCaixaBruta";204225994,3
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Outras Vinculações Legais";"siconfi-cor_DisponibilidadeDeCaixaBruta";552912634,66
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL DOS RECURSOS VINCULADOS AO RPPS (III)";"siconfi-cor_DisponibilidadeDeCaixaBruta";50841287,34
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";"siconfi-cor_DisponibilidadeDeCaixaBruta";50571366,47
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"Recursos Vinculados ao RPPS - Taxa de Administração";"siconfi-cor_DisponibilidadeDeCaixaBruta";269920,87
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"DISPONIBILIDADE DE CAIXA BRUTA (a)";"TOTAL (IV) = (I + II + III)";"siconfi-cor_DisponibilidadeDeCaixaBruta";3691613496,44
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1070700,36
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Recursos Não Vinculados de Impostos";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1070700,36
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"TOTAL DOS RECURSOS VINCULADOS (EXCETO AO RPPS) (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";2284975,42
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Recursos Vinculados à Educação";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1841396,88
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Outros Recursos Vinculados à Educação";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";1841396,88
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Recursos Vinculados à Saúde";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";47204,77
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Transferências Fundo a Fundo de Recursos do SUS";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";47204,77
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Demais Vinculações Decorrentes de Transferências";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";20913,05
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Transferências de Convênios e Instrumentos Congêneres (exceto Educação, Saúde e Assistência)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";349,85
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Outras Vinculações Decorrentes de Transferências";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";20563,2
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Demais Vinculações Legais";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";375460,72
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Recursos de Operações de Crédito (exceto vinculados à Educação e à Saúde)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";173638,16
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Recursos Vinculados a Fundos (exceto Educação, Saúde, Assistência e Previdência)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";18217,04
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"Outras Vinculações Legais";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";183605,52
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"De Exercícios Anteriores (b)";"TOTAL (IV) = (I + II + III)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDeExerciciosAnteriores";3355675,78
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";535228977,31
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Não Vinculados de Impostos";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";535228977,31
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS (EXCETO AO RPPS) (II)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";77407748,95
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados à Educação";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";44301891,07
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Transferências do FUNDEB";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";43189466,76
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Outros Recursos Vinculados à Educação";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";1112424,31
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados à Saúde";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";3919860,63
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Transferências Fundo a Fundo de Recursos do SUS";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";3910647,99
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Outros Recursos Vinculados à Saúde";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";9212,64
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados à Assistência Social";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";36438,75
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Demais Vinculações Decorrentes de Transferências";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";2602619,22
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Transferências de Convênios e Instrumentos Congêneres (exceto Educação, Saúde e Assistência)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";192161,66
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Outras Vinculações Decorrentes de Transferências";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";2410457,56
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Demais Vinculações Legais";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";26546939,28
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos de Operações de Crédito (exceto vinculados à Educação e à Saúde)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";778433,4
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados a Fundos (exceto Educação, Saúde, Assistência e Previdência)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";7873031,99
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Outras Vinculações Legais";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";17895473,89
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"TOTAL DOS RECURSOS VINCULADOS AO RPPS (III)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";38971654,17
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";38954000,00
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"Recursos Vinculados ao RPPS - Taxa de Administração";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";17654,17
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Do Exercício (c)";"TOTAL (IV) = (I + II + III)";"siconfi-cor_RestosAPagarLiquidadosENaoPagosDoExercicio";651608380,43
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"TOTAL DOS RECURSOS NÃO VINCULADOS (I)";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";23155977,74
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Recursos Não Vinculados de Impostos";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";22093724,84
Governo do Estado do Mato Grosso do Sul;50;MS;Executivo;2833742;"Restos a Pagar Empenhados e Não Liquidados de Exercícios Anteriores (d)";"Outros Recursos não Vinculados";"siconfi-cor_RestosAPagarEmpenhadosENaoLiquidadosDeExerciciosAnteriores";1062252,9
