arquivo_origem;ano_origem;tipo_base;Exercício: 2019;;;;;;;;
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Empréstimos;siconfi-cor_RGF2Emprestimos;287659651772.21
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Internos;siconfi-cor_RGF2EmprestimosInternos;263224950389.16
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Externos;siconfi-cor_RGF2EmprestimosExternos;24434701383.05
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Parcelamento e Renegociação de Dívidas;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas;1187473298.79
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;De Tributos;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeTributos;30536482.06
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;De Contribuições Previdenciárias;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;1156936816.73
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;siconfi-cor_PrecatoriosPosterioresA05052000VencidosENaoPagos;23860856994.32
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Outras Dívidas;siconfi-cor_OutrasDividas;6967704.72
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;DEDUÇÕES (II);siconfi-cor_DeducoesDaDividaConsolidada;45984802588.02
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Disponibilidade de Caixa;siconfi-cor_RGF2DisponibilidadeDeCaixa;15718644068.79
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Disponibilidade de Caixa Bruta;siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02;28252866985.25
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;(-) Restos a Pagar Processados;siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios;12534222916.46
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Demais Haveres Financeiros;siconfi-cor_DemaisHaveresFinanceiros;30266158519.23
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);siconfi-cor_DividaConsolidadaLiquida;266730147182.02
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL;siconfi-cor_RGF2ReceitaCorrenteLiquida;160444552836.55
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;% da DC sobre a RCL (I/RCL);siconfi-cor_PercentualDaDCSobreARCL;194.91
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);siconfi-cor_PercentualDaDCLSobreARCL;166.24
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal;320889105673.1
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;288800195105.79
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Precatórios Anteriores a 05/05/2000;siconfi-cor_PrecatoriosAnterioresA05052000;174556891.48
divida_consolidada_liquida_estados_df_2019.csv;2019;DCL Estados DF;Governo do Estado de São Paulo;35;SP;Executivo;45538936;Até o 3º Quadrimestre;Passivo Atuarial;siconfi-cor_RGF2DividaConsolidadaPrevidenciariaPassivoAtuarial;1062075220000
