arquivo_origem;ano_origem;tipo_base;Exercício: 2019;;;;;;;;
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 2º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;2629142441.91
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 2º Quadrimestre;Depósitos e Consignações Sem Contrapartida;siconfi-cor_Depositos;157714335.09
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 2º Quadrimestre;RP Não-Processados;siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores;161634506.4
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);siconfi-cor_DividaConsolidada;758165616.74
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Dívida Contratual;siconfi-cor_DividaContratual;442498444.08
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Empréstimos;siconfi-cor_RGF2Emprestimos;295478442.74
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Internos;siconfi-cor_RGF2EmprestimosInternos;295478442.74
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Parcelamento e Renegociação de Dívidas;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas;147020001.34
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;De Tributos;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeTributos;790302.1
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;De Contribuições Previdenciárias;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;61491712.82
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;De Demais Contribuições Sociais;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;53898144.54
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Do FGTS;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;30839841.88
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos;siconfi-cor_PrecatoriosPosterioresA05052000VencidosENaoPagos;315667172.66
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;DEDUÇÕES (II);siconfi-cor_DeducoesDaDividaConsolidada;410951049.23
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Disponibilidade de Caixa;siconfi-cor_RGF2DisponibilidadeDeCaixa;410951049.23
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Disponibilidade de Caixa Bruta;siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02;660630909.59
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;(-) Restos a Pagar Processados;siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios;249679860.36
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);siconfi-cor_DividaConsolidadaLiquida;347214567.51
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);siconfi-cor_RGF2ReceitaCorrenteLiquida;2436135115.6
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, § 1º, da CF) (V);siconfi-cor_TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;2933841
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;#NAME?;siconfi-cor_ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;2433201274.6
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);siconfi-cor_PercentualDaDCSobreARCL;31.16
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);siconfi-cor_PercentualDaDCLSobreARCL;14.27
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal;2923362138.72
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;2631025924.85
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;Depósitos e Consignações Sem Contrapartida;siconfi-cor_Depositos;166474858.27
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Natal - RN;2408102;RN;Executivo;884122;Até o 3º Quadrimestre;RP Não-Processados;siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores;210962233.83
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA - DC (I);siconfi-cor_DividaConsolidada;1300658307.89
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Dívida Contratual;siconfi-cor_DividaContratual;1300658307.89
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Empréstimos;siconfi-cor_RGF2Emprestimos;1150689164.91
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Internos;siconfi-cor_RGF2EmprestimosInternos;714867715.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Externos;siconfi-cor_RGF2EmprestimosExternos;435821449.59
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Parcelamento e Renegociação de Dívidas;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas;144820178.35
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;De Contribuições Previdenciárias;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;129072314.49
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;De Demais Contribuições Sociais;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;15460591.54
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Do FGTS;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;287272.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Demais Dívidas Contratuais;siconfi-cor_RGF2DemaisDividasContratuais;5148964.63
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;DEDUÇÕES (II);siconfi-cor_DeducoesDaDividaConsolidada;256273268.9
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa;siconfi-cor_RGF2DisponibilidadeDeCaixa;219048588.75
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Disponibilidade de Caixa Bruta;siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02;333137843.43
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;(-) Restos a Pagar Processados;siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios;114089254.68
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Demais Haveres Financeiros;siconfi-cor_DemaisHaveresFinanceiros;37224680.15
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);siconfi-cor_DividaConsolidadaLiquida;1044385038.99
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;RECEITA CORRENTE LÍQUIDA - RCL (IV);siconfi-cor_RGF2ReceitaCorrenteLiquida;4592694885.17
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;#NAME?;siconfi-cor_ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;4592694885.17
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;% da DC sobre a RCL AJUSTADA (I/VI);siconfi-cor_PercentualDaDCSobreARCL;28.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;% da DCL sobre a RCL AJUSTADA (III/VI);siconfi-cor_PercentualDaDCLSobreARCL;22.74
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal;5511233862.2
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;4960110475.98
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;Depósitos e Consignações Sem Contrapartida;siconfi-cor_Depositos;2319810.45
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;SALDO DO EXERCÍCIO ANTERIOR;RP Não-Processados;siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores;38537260.19
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);siconfi-cor_DividaConsolidada;1543013779.06
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Dívida Contratual;siconfi-cor_DividaContratual;1543013779.06
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Empréstimos;siconfi-cor_RGF2Emprestimos;1401321906.63
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Internos;siconfi-cor_RGF2EmprestimosInternos;776893210.86
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Externos;siconfi-cor_RGF2EmprestimosExternos;624428695.77
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Parcelamento e Renegociação de Dívidas;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas;136958229.88
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;De Contribuições Previdenciárias;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;121733329.1
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;De Demais Contribuições Sociais;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;14937628.46
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Do FGTS;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;287272.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Demais Dívidas Contratuais;siconfi-cor_RGF2DemaisDividasContratuais;4733642.55
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;DEDUÇÕES (II);siconfi-cor_DeducoesDaDividaConsolidada;703271747.17
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Disponibilidade de Caixa;siconfi-cor_RGF2DisponibilidadeDeCaixa;655027735.82
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Disponibilidade de Caixa Bruta;siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02;687170224.84
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;(-) Restos a Pagar Processados;siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios;32142489.02
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Demais Haveres Financeiros;siconfi-cor_DemaisHaveresFinanceiros;48244011.35
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);siconfi-cor_DividaConsolidadaLiquida;839742031.89
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);siconfi-cor_RGF2ReceitaCorrenteLiquida;4669648833.68
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;#NAME?;siconfi-cor_ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;4669648833.68
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);siconfi-cor_PercentualDaDCSobreARCL;33.04
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);siconfi-cor_PercentualDaDCLSobreARCL;17.98
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal;5603578600.42
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;5043220740.37
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;Depósitos e Consignações Sem Contrapartida;siconfi-cor_Depositos;2136014.63
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 1º Quadrimestre;RP Não-Processados;siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores;55190
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);siconfi-cor_DividaConsolidada;1585677383.2
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Dívida Contratual;siconfi-cor_DividaContratual;1585677383.2
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Empréstimos;siconfi-cor_RGF2Emprestimos;1445134016.22
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Internos;siconfi-cor_RGF2EmprestimosInternos;832159822.9
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Externos;siconfi-cor_RGF2EmprestimosExternos;612974193.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Parcelamento e Renegociação de Dívidas;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividas;135844565.47
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;De Contribuições Previdenciárias;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;120881146.23
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;De Demais Contribuições Sociais;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;14676146.92
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Do FGTS;siconfi-cor_RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;287272.32
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Demais Dívidas Contratuais;siconfi-cor_RGF2DemaisDividasContratuais;4698801.51
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;DEDUÇÕES (II);siconfi-cor_DeducoesDaDividaConsolidada;735515161.16
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Disponibilidade de Caixa;siconfi-cor_RGF2DisponibilidadeDeCaixa;666218975.39
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Disponibilidade de Caixa Bruta;siconfi-cor_DisponibilidadeDeCaixaBrutaAnexo02;682352374.34
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;(-) Restos a Pagar Processados;siconfi-cor_RestosAPagarProcessadosExcetoPrecatorios;16133398.95
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Demais Haveres Financeiros;siconfi-cor_DemaisHaveresFinanceiros;69296185.77
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);siconfi-cor_DividaConsolidadaLiquida;850162222.04
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;RECEITA CORRENTE LÍQUIDA - RCL (IV);siconfi-cor_RGF2ReceitaCorrenteLiquida;4712415122.08
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, § 1º, da CF) (V);siconfi-cor_TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;10324752
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;#NAME?;siconfi-cor_ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;4702090370.08
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;% da DC sobre a RCL AJUSTADA (I/VI);siconfi-cor_PercentualDaDCSobreARCL;33.72
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;% da DCL sobre a RCL AJUSTADA (III/VI);siconfi-cor_PercentualDaDCLSobreARCL;18.08
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;siconfi-cor_LimiteDefinidoPorResolucaoDoSenadoFederal;5642508444.1
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);siconfi-cor_LimiteDeAlerta;5078257599.69
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;Depósitos e Consignações Sem Contrapartida;siconfi-cor_Depositos;2564275.74
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 2º Quadrimestre;RP Não-Processados;siconfi-cor_RPNaoProcessadosDeExerciciosAnteriores;55190
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 3º Quadrimestre;DÍVIDA CONSOLIDADA - DC (I);siconfi-cor_DividaConsolidada;1763884846.29
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 3º Quadrimestre;Dívida Contratual;siconfi-cor_DividaContratual;1763884846.29
divida_consolidada_liquida_capitais_2020.csv;2020;DCL Capitais;Prefeitura Municipal de Recife - PE;2611606;PE;Executivo;1645727;Até o 3º Quadrimestre;Empréstimos;siconfi-cor_RGF2Emprestimos;1570178377.86
